age,gender,education,industry,industry_experience,salary
20,Female,high school,healthcare,2,47905.344
22,Female,high school,healthcare,2,38613.888
22,Female,high school,healthcare,1,48523.104
18,Female,high school,healthcare,0,28054.079999999998
18,Female,high school,healthcare,2,47789.568
22,Female,high school,healthcare,1,42010.272000000004
22,Female,high school,healthcare,1,46153.152
22,Female,high school,healthcare,1,32875.200000000004
22,Female,high school,healthcare,1,30244.319999999996
22,Female,high school,healthcare,0,47964.96
20,Female,high school,healthcare,1,31108.319999999996
19,Female,high school,healthcare,1,34203.168
19,Female,high school,healthcare,2,44928.864
20,Female,high school,healthcare,0,44206.560000000005
21,Female,high school,healthcare,2,40449.024000000005
19,Female,high school,healthcare,2,45516.384
22,Female,high school,healthcare,0,34815.744
18,Female,high school,healthcare,0,36478.943999999996
19,Female,high school,healthcare,0,42016.32
21,Female,high school,healthcare,2,32036.255999999998
21,Female,high school,healthcare,2,44950.464
22,Female,high school,healthcare,2,35932.032
20,Female,high school,healthcare,0,43225.92
22,Female,high school,healthcare,1,45142.272000000004
22,Female,high school,healthcare,2,45150.912000000004
19,Female,high school,healthcare,0,37860.479999999996
22,Female,high school,healthcare,0,30143.231999999996
20,Female,high school,healthcare,2,48392.64
18,Female,high school,healthcare,1,29224.8
18,Female,high school,healthcare,1,36790.848000000005
21,Female,high school,healthcare,0,32276.448
20,Female,high school,healthcare,0,36173.952
18,Female,high school,healthcare,2,46622.304
21,Female,high school,healthcare,2,40254.624
19,Female,high school,healthcare,0,42399.936
20,Female,high school,healthcare,1,45513.792
24,Female,high school,healthcare,6,40370.4
28,Female,high school,healthcare,6,40913.856
28,Female,high school,healthcare,6,58507.488
28,Female,high school,healthcare,3,57669.407999999996
23,Female,high school,healthcare,6,51969.6
26,Female,high school,healthcare,4,58220.64
28,Female,high school,healthcare,5,45818.784
23,Female,high school,healthcare,1,44287.776
27,Female,high school,healthcare,3,60333.984
28,Female,high school,healthcare,5,43249.248
23,Female,high school,healthcare,1,45931.968
26,Female,high school,healthcare,2,37874.304
27,Female,high school,healthcare,2,41914.367999999995
25,Female,high school,healthcare,6,42479.424
23,Female,high school,healthcare,1,60308.06399999999
28,Female,high school,healthcare,3,49413.888
28,Female,high school,healthcare,1,46464.191999999995
24,Female,high school,healthcare,5,39527.136
24,Female,high school,healthcare,1,61535.808
28,Female,high school,healthcare,2,42730.848000000005
23,Female,high school,healthcare,4,39205.728
26,Female,high school,healthcare,5,49689.504
26,Female,high school,healthcare,2,47845.728
27,Female,high school,healthcare,5,54629.856
25,Female,high school,healthcare,4,39832.128
25,Female,high school,healthcare,2,61737.12
24,Female,high school,healthcare,2,54588.384
27,Female,high school,healthcare,3,36032.256
27,Female,high school,healthcare,5,46611.07199999999
23,Female,high school,healthcare,2,46818.432
24,Female,high school,healthcare,5,62005.824
28,Female,high school,healthcare,5,41130.719999999994
23,Female,high school,healthcare,1,58707.936
25,Female,high school,healthcare,4,58231.007999999994
27,Female,high school,healthcare,2,57891.456
23,Female,high school,healthcare,6,63331.200000000004
23,Female,high school,healthcare,6,49967.712
28,Female,high school,healthcare,1,51435.648
26,Female,high school,healthcare,3,51344.928
26,Female,high school,healthcare,3,48460.89599999999
27,Female,high school,healthcare,3,37263.456
28,Female,high school,healthcare,2,41162.688
24,Female,high school,healthcare,6,41107.392
23,Female,high school,healthcare,4,35669.376000000004
18,Male,some college,business,2,42828.67555200001
20,Male,some college,business,2,44351.150688
19,Male,some college,business,1,55823.081392
21,Male,some college,business,1,42075.493408
21,Male,some college,business,1,41754.283376
21,Male,some college,business,2,50951.563727999994
20,Male,some college,business,2,37051.92961600001
19,Male,some college,business,1,44011.815952
19,Male,some college,business,2,49339.472
18,Male,some college,business,0,51503.360272000005
19,Male,some college,business,1,50819.65616
18,Male,some college,business,0,40517.77579199999
18,Male,some college,business,2,39216.824816
21,Male,some college,business,1,50931.425167999994
19,Male,some college,business,2,40767.493936
22,Male,some college,business,1,40223.75281600001
19,Male,some college,business,1,32277.077040000004
19,Male,some college,business,0,32574.120799999997
19,Male,some college,business,2,35967.468160000004
18,Male,some college,business,1,41008.149728
22,Male,some college,business,2,54850.388944000006
22,Male,some college,business,1,51874.916704
19,Male,some college,business,0,42468.195327999994
22,Male,some college,business,0,51829.604944000006
19,Male,some college,business,1,37353.001088
19,Male,some college,business,2,38529.092992
20,Male,some college,business,2,54669.141904
22,Male,some college,business,0,35783.200336
18,Male,some college,business,2,49339.472
22,Male,some college,business,2,39662.89392
21,Male,some college,business,1,53979.396224
22,Male,some college,business,1,42059.38256
18,Male,some college,business,1,33343.413792
21,Male,some college,business,0,42156.04764800001
21,Male,some college,business,2,52163.90504
22,Male,some college,business,1,48685.975728
22,Male,some college,business,1,51945.401664
18,Male,some college,business,2,52566.67624
18,Male,some college,business,1,37156.650127999994
18,Male,some college,business,0,55695.201536
20,Male,some college,business,1,39812.926192
18,Male,some college,business,0,43507.345023999995
21,Male,some college,business,0,50364.524703999996
21,Male,some college,business,1,48759.481472
22,Male,some college,business,2,49958.73272
18,Male,some college,business,0,51728.912144
20,Male,some college,business,1,32456.310223999997
20,Male,some college,business,0,33168.208320000005
21,Male,some college,business,1,40202.607328
22,Male,some college,business,1,45309.746144
19,Male,some college,business,0,42054.34792
18,Male,some college,business,1,37289.564624
19,Male,some college,business,1,48131.1584
21,Male,some college,business,0,34444.993023999996
21,Male,some college,business,1,36634.054496
22,Male,some college,business,2,40885.304512
22,Male,some college,business,1,49120.968624
20,Male,some college,business,0,56813.898543999996
18,Male,some college,business,1,54535.220479999996
21,Male,some college,business,2,50859.933280000005
26,Male,some college,business,1,62689.32342400001
25,Male,some college,business,5,54263.34992000001
25,Male,some college,business,1,50480.321423999994
27,Male,some college,business,2,63775.798736
24,Male,some college,business,3,47282.318095999995
27,Male,some college,business,4,45193.949424
27,Male,some college,business,6,46061.92136
23,Male,some college,business,4,53995.507072
23,Male,some college,business,4,42024.140080000005
25,Male,some college,business,1,52691.535312
27,Male,some college,business,6,64863.280975999995
26,Male,some college,business,6,69429.699456
25,Male,some college,business,1,52923.128752000004
28,Male,some college,business,2,58468.28124800001
23,Male,some college,business,2,47675.020016
25,Male,some college,business,3,63297.507936
23,Male,some college,business,3,68991.68577599998
24,Male,some college,business,3,66585.12785599999
24,Male,some college,business,2,72743.499504
27,Male,some college,business,5,44132.647312
23,Male,some college,business,5,47760.608896
28,Male,some college,business,5,60233.426031999996
24,Male,some college,business,3,54283.48848
23,Male,some college,business,1,54995.386576000004
24,Male,some college,business,2,68996.720416
24,Male,some college,business,4,55297.464975999996
23,Male,some college,business,6,57242.849872
28,Male,some college,business,2,55820.06060800001
23,Male,some college,business,1,50553.827168
25,Male,some college,business,6,70734.678144
26,Male,some college,business,4,64097.00876800001
28,Male,some college,business,2,52701.604591999996
27,Male,some college,business,3,64033.57230400001
23,Male,some college,business,5,54419.42376
28,Male,some college,business,6,43889.977664
25,Male,some college,business,2,56241.96344
25,Male,some college,business,1,48059.666512
24,Male,some college,business,5,72108.127936
26,Male,some college,business,6,64268.186528
25,Male,some college,business,5,54915.839264
25,Male,some college,business,2,70799.12153599999
23,Male,some college,business,2,56013.390784
24,Male,some college,business,6,72708.25702399999
23,Male,some college,business,2,52801.290464
28,Male,some college,business,1,41575.050191999995
23,Male,some college,business,2,68271.73225599999
26,Male,some college,business,2,50528.653968
26,Male,some college,business,4,62820.224064
28,Male,some college,business,1,66140.06568000001
28,Male,some college,business,2,53592.735872
24,Male,some college,business,3,69725.736288
27,Male,some college,business,3,63441.498640000005
25,Male,some college,business,6,72221.9108
28,Male,some college,business,2,43786.26408
27,Male,some college,business,6,45669.21944
25,Male,some college,business,2,60174.01728
25,Male,some college,business,2,48473.513920000005
27,Male,some college,business,5,62781.9608
28,Male,some college,business,2,71900.70076800001
25,Male,some college,business,1,72444.441888
28,Male,some college,business,3,59747.079807999995
25,Male,some college,business,5,65900.416816
26,Male,some college,business,5,60063.2552
27,Male,some college,business,1,69972.43364799999
28,Male,some college,business,1,47893.523391999996
23,Male,some college,business,2,46317.681072
27,Male,some college,business,2,63062.893712
25,Male,some college,business,5,69014.84512
25,Male,some college,business,5,50763.268191999996
24,Male,some college,business,1,63567.36464
26,Male,some college,business,3,53850.50944
28,Male,some college,business,3,65987.01262400001
28,Male,some college,business,3,67286.95667199999
23,Male,some college,business,4,68236.489776
26,Male,some college,business,1,62046.90336
28,Male,some college,business,4,45974.318624
28,Male,some college,business,6,70245.311136
27,Male,some college,business,1,68195.20572799999
27,Male,some college,business,4,74283.092416
28,Male,some college,business,4,66928.490304
24,Male,some college,business,2,73227.831872
25,Male,some college,business,4,43553.663712
25,Male,some college,business,3,53911.932048
25,Male,some college,business,3,51830.611872
25,Male,some college,business,3,56339.635456
23,Male,some college,business,3,49889.254688
25,Male,some college,business,5,43525.469728
23,Male,some college,business,2,68351.27956800001
25,Male,some college,business,4,66061.525296
28,Male,some college,business,5,72899.573344
23,Male,some college,business,1,69315.916592
28,Male,some college,business,4,66051.45601600001
26,Male,some college,business,3,48167.407808
